user_id,signup_date,age_group,country,gender,acquisition_channel
2587,2026-02-07,25-34,India,Female,Social Media
2588,2025-07-31,45+,India,Male,Organic Search
2589,2026-03-22,25-34,Canada,Female,Referral
2590,2026-01-05,25-34,India,Male,Organic Search
2591,2026-04-18,18-24,Canada,Female,Paid Ads
2592,2026-03-14,18-24,India,Female,Social Media
2593,2025-09-21,18-24,India,Male,Organic Search
2594,2025-12-25,25-34,Canada,Male,Paid Ads
2595,2026-04-05,45+,UK,Female,Social Media
2596,2026-06-07,18-24,India,Female,Referral
2597,2025-08-28,18-24,Australia,Female,Social Media
2598,2025-09-02,35-44,India,Female,Organic Search
2599,2026-04-29,18-24,Australia,Female,Referral
2600,2026-02-28,25-34,Canada,Male,Organic Search
2601,2025-12-15,25-34,Canada,Male,Social Media
2602,2026-07-15,18-24,Canada,Prefer not to say,Referral
2603,2025-11-20,18-24,India,Male,Referral
2604,2025-09-17,25-34,India,Female,Organic Search
2605,2025-11-06,25-34,India,Female,Referral
2606,2025-08-27,18-24,Australia,Male,Paid Ads
2607,2026-02-15,35-44,India,Female,Social Media
2608,2026-03-04,35-44,India,Female,Organic Search
2609,2026-03-07,18-24,India,Female,Social Media
2610,2026-05-09,18-24,India,Female,Referral
2611,2026-04-06,18-24,India,Female,Paid Ads
2612,2026-06-03,35-44,UK,Male,Organic Search
2613,2026-03-25,25-34,India,Male,Social Media
2614,2025-11-15,18-24,India,Female,Social Media
2615,2026-02-02,25-34,USA,Male,Organic Search
2616,2026-01-30,18-24,India,Female,Referral
2617,2026-04-27,25-34,India,Female,Organic Search
2618,2025-11-13,18-24,Canada,Female,Organic Search
2619,2025-08-16,45+,India,Female,Organic Search
2620,2026-06-21,25-34,India,Male,Social Media
2621,2026-07-12,25-34,UK,Female,Referral
2622,2026-01-25,25-34,India,Male,Organic Search
2623,2025-09-07,25-34,Canada,Female,Organic Search
2624,2026-01-26,35-44,India,Male,Organic Search
2625,2026-03-02,25-34,India,Female,Organic Search
2626,2026-02-06,25-34,India,Female,Organic Search
2627,2026-07-20,25-34,USA,Male,Organic Search
2628,2026-07-24,25-34,Australia,Female,Organic Search
2629,2026-07-04,25-34,India,Female,Referral
2630,2025-09-14,18-24,UK,Female,Referral
2631,2026-06-08,25-34,USA,Female,Organic Search
2632,2026-02-21,18-24,India,Female,Referral
2633,2025-12-08,18-24,Canada,Female,Organic Search
2634,2026-04-03,18-24,UK,Female,Organic Search
2635,2026-05-03,18-24,Australia,Male,Organic Search
2636,2026-07-12,25-34,India,Male,Organic Search
2637,2026-05-05,35-44,India,Male,Organic Search
2638,2025-08-03,35-44,USA,Male,Referral
2639,2025-08-21,18-24,India,Male,Referral
2640,2025-10-31,35-44,India,Male,Referral
2641,2025-08-11,25-34,India,Female,Referral
2642,2025-08-19,18-24,USA,Male,Organic Search
2643,2026-05-12,25-34,India,Male,Organic Search
2644,2026-01-29,18-24,USA,Male,Organic Search
2645,2026-03-15,18-24,Australia,Female,Social Media
2646,2026-01-27,35-44,India,Male,Organic Search
2647,2025-12-27,25-34,India,Male,Social Media
2648,2026-04-10,18-24,India,Non-binary,Organic Search
2649,2025-08-27,18-24,India,Female,Social Media
2650,2026-02-09,18-24,Canada,Non-binary,Organic Search
2651,2026-03-10,18-24,Canada,Female,Organic Search
2652,2025-11-06,18-24,USA,Male,Referral
2653,2025-11-18,25-34,India,Female,Organic Search
2654,2026-01-31,18-24,India,Male,Organic Search
2655,2025-10-10,25-34,India,Male,Social Media
2656,2026-05-19,35-44,UK,Female,Organic Search
2657,2026-02-09,25-34,India,Female,Social Media
2658,2025-12-18,35-44,Australia,Male,Organic Search
2659,2026-03-17,25-34,India,Female,Organic Search
2660,2026-05-29,25-34,India,Male,Paid Ads
2661,2026-04-03,18-24,India,Male,Referral
2662,2025-08-21,25-34,UK,Female,Organic Search
2663,2026-04-09,18-24,India,Male,Paid Ads
2664,2026-04-21,25-34,India,Female,Organic Search
2665,2026-06-02,25-34,India,Female,Organic Search
2666,2025-08-18,25-34,UK,Female,Organic Search
2667,2025-08-28,25-34,Australia,Female,Referral
2668,2026-01-03,35-44,India,Female,Referral
2669,2026-01-09,18-24,India,Male,Organic Search
2670,2026-03-07,45+,India,Male,Social Media
2671,2025-11-18,25-34,India,Male,Social Media
2672,2026-04-25,18-24,India,Female,Organic Search
2673,2026-04-25,25-34,Australia,Male,Referral
2674,2025-09-09,35-44,USA,Male,Social Media
2675,2026-04-13,25-34,India,Female,Social Media
2676,2026-04-10,18-24,India,Female,Organic Search
2677,2025-09-25,18-24,India,Female,Social Media
2678,2026-07-11,35-44,India,Female,Social Media
2679,2026-02-04,18-24,Canada,Female,Social Media
2680,2026-05-10,25-34,India,Female,Paid Ads
2681,2026-04-17,18-24,Canada,Male,Organic Search
2682,2025-09-27,35-44,India,Female,Organic Search
2683,2025-09-12,25-34,India,Female,Organic Search
2684,2026-05-09,25-34,India,Female,Organic Search
2685,2025-11-03,25-34,India,Male,Social Media
2686,2026-06-17,25-34,Canada,Female,Paid Ads
2687,2026-05-06,45+,Canada,Female,Referral
2688,2025-08-07,25-34,India,Female,Social Media
2689,2026-05-19,25-34,India,Male,Organic Search
2690,2025-11-04,25-34,India,Female,Referral
2691,2025-08-20,18-24,USA,Prefer not to say,Paid Ads
2692,2026-04-14,25-34,India,Female,Organic Search
2693,2026-02-24,25-34,India,Male,Organic Search
2694,2025-08-25,18-24,India,Male,Paid Ads
2695,2026-01-10,25-34,India,Male,Social Media
2696,2025-12-06,18-24,USA,Male,Social Media
2697,2026-01-26,45+,Canada,Female,Paid Ads
2698,2026-02-20,45+,USA,Female,Social Media
2699,2025-12-09,35-44,UK,Female,Organic Search
2700,2025-10-29,18-24,Canada,Male,Referral
2701,2025-09-03,35-44,India,Male,Referral
2702,2026-02-23,18-24,USA,Male,Organic Search
2703,2026-04-18,25-34,Australia,Male,Social Media
2704,2025-10-19,18-24,Canada,Female,Organic Search
2705,2026-01-30,25-34,Australia,Female,Paid Ads
2706,2025-08-13,25-34,Australia,Male,Referral
2707,2026-06-08,25-34,India,Female,Social Media
2708,2025-10-25,25-34,India,Male,Organic Search
2709,2026-01-16,18-24,India,Male,Referral
2710,2025-12-15,35-44,India,Male,Organic Search
2711,2025-09-20,18-24,USA,Female,Social Media
2712,2026-07-03,25-34,India,Male,Referral
2713,2026-06-06,18-24,USA,Non-binary,Referral
2714,2026-02-15,35-44,India,Male,Organic Search
2715,2026-06-27,25-34,India,Female,Social Media
2716,2026-04-25,35-44,India,Female,Organic Search
2717,2025-12-28,18-24,UK,Male,Organic Search
2718,2025-11-22,18-24,India,Male,Referral
2719,2025-12-27,18-24,India,Female,Organic Search
2720,2026-04-17,25-34,USA,Male,Social Media
2721,2025-11-04,25-34,USA,Female,Organic Search
2722,2025-08-25,35-44,India,Female,Organic Search
2723,2025-12-11,25-34,India,Female,Referral
2724,2026-01-27,18-24,USA,Female,Referral
2725,2026-06-23,35-44,India,Female,Organic Search
2726,2025-10-01,25-34,India,Male,Social Media
2727,2026-05-18,18-24,India,Female,Organic Search
2728,2026-07-22,25-34,USA,Male,Referral
2729,2026-07-12,25-34,Canada,Male,Social Media
2730,2025-08-22,18-24,USA,Male,Paid Ads
2731,2026-01-14,18-24,India,Male,Organic Search
2732,2025-11-08,35-44,India,Female,Social Media
2733,2026-06-02,25-34,Canada,Male,Organic Search
2734,2025-11-24,18-24,USA,Male,Paid Ads
2735,2026-02-15,35-44,UK,Female,Social Media
2736,2025-07-30,25-34,UK,Female,Social Media
2737,2025-10-09,18-24,India,Female,Referral
2738,2026-02-19,45+,Australia,Male,Paid Ads
2739,2025-11-16,35-44,India,Male,Paid Ads
2740,2026-03-12,45+,India,Female,Referral
2741,2026-01-13,25-34,India,Male,Organic Search
2742,2026-03-01,35-44,India,Male,Organic Search
2743,2026-01-24,18-24,India,Male,Social Media
2744,2026-05-06,35-44,India,Male,Organic Search
2745,2025-10-07,25-34,USA,Female,Paid Ads
2746,2026-06-22,25-34,Canada,Female,Referral
2747,2026-05-02,18-24,India,Female,Organic Search
2748,2025-10-25,35-44,Canada,Female,Referral
2749,2025-07-30,25-34,India,Male,Social Media
2750,2025-12-25,25-34,USA,Male,Social Media
2751,2025-10-21,35-44,India,Male,Referral
2752,2025-12-01,25-34,UK,Female,Social Media
2753,2026-05-31,18-24,India,Male,Social Media
2754,2026-06-14,18-24,USA,Male,Organic Search
2755,2026-07-11,25-34,Canada,Male,Paid Ads
2756,2025-07-28,25-34,India,Female,Referral
2757,2026-03-25,25-34,India,Female,Organic Search
2758,2026-06-03,35-44,Canada,Male,Organic Search
2759,2026-04-20,25-34,India,Male,Social Media
2760,2025-09-04,45+,India,Female,Organic Search
2761,2026-02-06,18-24,USA,Female,Referral
2762,2025-10-23,25-34,India,Male,Organic Search
2763,2026-01-24,25-34,India,Female,Paid Ads
2764,2025-08-18,25-34,India,Female,Organic Search
2765,2026-07-27,18-24,Australia,Female,Organic Search
2766,2026-04-14,35-44,UK,Male,Organic Search
2767,2025-08-31,18-24,India,Female,Organic Search
2768,2026-06-30,35-44,USA,Male,Organic Search
2769,2026-06-21,18-24,Canada,Female,Organic Search
2770,2026-02-03,25-34,India,Male,Social Media
2771,2026-04-10,25-34,India,Male,Referral
2772,2025-12-11,18-24,India,Male,Referral
2773,2026-07-19,25-34,India,Male,Paid Ads
2774,2025-08-28,25-34,India,Female,Referral
2775,2025-08-31,25-34,India,Male,Organic Search
2776,2025-09-14,25-34,India,Non-binary,Social Media
2777,2026-05-24,35-44,India,Prefer not to say,Organic Search
2778,2025-08-24,35-44,UK,Male,Organic Search
2779,2026-02-20,45+,India,Female,Referral
2780,2026-01-03,35-44,India,Male,Organic Search
2781,2026-07-15,18-24,India,Female,Referral
2782,2025-10-22,18-24,UK,Male,Social Media
2783,2025-10-31,35-44,India,Female,Referral
2784,2025-11-20,18-24,USA,Female,Paid Ads
2785,2026-05-17,25-34,India,Male,Organic Search
2786,2026-04-10,25-34,India,Male,Social Media
2787,2026-04-23,45+,India,Male,Organic Search
2788,2025-11-21,18-24,India,Male,Referral
2789,2025-11-04,35-44,USA,Female,Organic Search
2790,2025-08-24,25-34,Australia,Male,Organic Search
2791,2025-10-10,18-24,India,Male,Referral
2792,2026-05-09,18-24,USA,Female,Organic Search
2793,2026-02-27,18-24,Canada,Non-binary,Social Media
2794,2025-09-22,25-34,India,Male,Paid Ads
2795,2025-09-26,25-34,India,Male,Social Media
2796,2026-01-14,18-24,USA,Male,Organic Search
2797,2025-12-23,25-34,Australia,Male,Paid Ads
2798,2026-02-09,25-34,India,Male,Paid Ads
2799,2026-07-16,18-24,USA,Female,Organic Search
2800,2025-10-11,18-24,Australia,Female,Organic Search
2801,2025-11-17,18-24,UK,Female,Social Media
2802,2025-11-01,25-34,UK,Male,Social Media
2803,2025-09-09,18-24,India,Male,Referral
2804,2025-09-23,45+,UK,Male,Social Media
2805,2026-04-05,25-34,Canada,Female,Social Media
2806,2026-05-26,35-44,India,Female,Organic Search
2807,2026-04-09,18-24,India,Male,Social Media
2808,2025-08-11,18-24,Australia,Male,Social Media
2809,2026-05-29,45+,India,Female,Social Media
2810,2025-11-24,18-24,USA,Prefer not to say,Social Media
2811,2025-08-30,25-34,Australia,Male,Organic Search
2812,2025-10-26,25-34,India,Male,Organic Search
2813,2025-12-05,25-34,Canada,Female,Social Media
2814,2026-01-31,35-44,Canada,Male,Organic Search
2815,2026-04-01,35-44,India,Female,Paid Ads
2816,2025-10-31,18-24,India,Female,Organic Search
2817,2026-07-25,25-34,India,Female,Paid Ads
2818,2025-08-08,35-44,Australia,Female,Organic Search
2819,2025-12-23,25-34,India,Female,Organic Search
2820,2026-01-09,25-34,Australia,Male,Organic Search
2821,2026-04-27,25-34,Canada,Prefer not to say,Referral
2822,2025-10-27,18-24,India,Male,Referral
2823,2026-01-13,18-24,UK,Female,Social Media
2824,2026-05-18,18-24,India,Female,Organic Search
2825,2025-09-17,25-34,Canada,Female,Organic Search
2826,2025-08-01,25-34,India,Female,Social Media
2827,2026-05-27,18-24,India,Male,Referral
2828,2026-07-22,35-44,India,Male,Social Media
2829,2025-09-13,18-24,Australia,Female,Organic Search
2830,2026-05-25,18-24,USA,Male,Referral
2831,2025-12-11,25-34,India,Male,Organic Search
2832,2026-03-15,25-34,UK,Female,Social Media
2833,2026-03-20,25-34,UK,Male,Organic Search
2834,2026-02-26,18-24,India,Male,Organic Search
2835,2025-10-30,45+,India,Female,Social Media
2836,2026-05-21,25-34,India,Female,Social Media
2837,2025-08-04,18-24,India,Male,Social Media
2838,2025-08-20,18-24,India,Male,Social Media
2839,2026-06-23,18-24,UK,Female,Paid Ads
2840,2026-01-06,25-34,USA,Male,Organic Search
2841,2025-09-13,18-24,Canada,Male,Organic Search
2842,2026-06-24,35-44,India,Male,Social Media
2843,2026-05-27,18-24,Canada,Male,Paid Ads
2844,2025-11-26,18-24,India,Male,Organic Search
2845,2025-08-12,35-44,UK,Female,Organic Search
2846,2026-01-12,25-34,Australia,Female,Referral
2847,2025-09-27,35-44,UK,Female,Organic Search
2848,2026-02-23,18-24,USA,Male,Organic Search
2849,2026-05-24,18-24,India,Female,Social Media
2850,2025-12-19,25-34,Canada,Non-binary,Organic Search
2851,2025-08-07,25-34,India,Male,Referral
2852,2026-04-04,25-34,USA,Male,Social Media
2853,2025-09-29,25-34,India,Female,Social Media
2854,2025-10-14,18-24,India,Female,Organic Search
2855,2025-10-04,35-44,India,Male,Organic Search
2856,2025-11-07,25-34,USA,Male,Social Media
2857,2026-06-16,35-44,India,Female,Organic Search
2858,2025-08-09,18-24,India,Male,Social Media
2859,2026-03-11,18-24,India,Female,Social Media
2860,2025-10-25,35-44,India,Female,Referral
2861,2025-11-13,18-24,Canada,Female,Social Media
2862,2025-12-25,18-24,UK,Female,Social Media
2863,2026-02-14,18-24,India,Female,Paid Ads
2864,2025-08-19,18-24,Canada,Male,Organic Search
2865,2025-11-07,25-34,India,Male,Paid Ads
2866,2025-09-16,45+,India,Male,Paid Ads
2867,2025-10-09,25-34,India,Male,Social Media
2868,2026-06-16,18-24,Australia,Male,Social Media
2869,2026-02-05,25-34,India,Female,Referral
2870,2026-03-15,18-24,India,Male,Social Media
2871,2026-05-17,18-24,India,Female,Social Media
2872,2026-05-14,18-24,India,Female,Referral
2873,2026-07-25,35-44,USA,Male,Paid Ads
2874,2026-05-10,45+,USA,Female,Referral
2875,2025-12-06,18-24,Australia,Male,Referral
2876,2026-02-12,18-24,India,Male,Organic Search
2877,2026-01-21,25-34,India,Male,Organic Search
2878,2026-06-27,25-34,UK,Male,Paid Ads
2879,2026-01-27,25-34,Canada,Non-binary,Referral
2880,2025-12-17,18-24,UK,Male,Referral
2881,2025-10-01,18-24,India,Male,Referral
2882,2025-11-21,18-24,USA,Male,Organic Search
2883,2025-10-16,25-34,Canada,Male,Organic Search
2884,2026-06-20,18-24,India,Female,Social Media
2885,2026-05-08,45+,India,Female,Social Media
2886,2025-08-18,35-44,India,Male,Social Media
2887,2026-07-25,25-34,India,Female,Organic Search
2888,2026-02-06,25-34,Australia,Male,Organic Search
2889,2026-05-04,25-34,India,Female,Social Media
2890,2026-07-28,18-24,India,Male,Organic Search
2891,2026-07-19,18-24,India,Female,Referral
2892,2025-09-02,18-24,India,Male,Organic Search
2893,2026-03-25,35-44,India,Female,Referral
2894,2025-11-02,18-24,Canada,Female,Social Media
2895,2026-05-22,35-44,India,Male,Social Media
2896,2026-06-28,18-24,USA,Female,Organic Search
2897,2025-08-17,25-34,India,Male,Social Media
2898,2026-07-27,25-34,India,Male,Social Media
2899,2025-10-16,35-44,India,Male,Social Media
2900,2026-06-02,18-24,India,Female,Referral
2901,2026-05-15,25-34,USA,Female,Referral
2902,2025-12-04,25-34,Australia,Female,Social Media
2903,2026-05-31,35-44,Canada,Male,Paid Ads
2904,2026-06-02,25-34,Australia,Female,Referral
2905,2025-09-30,25-34,India,Male,Referral
2906,2026-03-01,25-34,USA,Male,Social Media
2907,2026-05-19,18-24,India,Female,Referral
2908,2026-04-09,25-34,India,Female,Organic Search
2909,2026-06-27,35-44,India,Male,Social Media
2910,2025-08-07,18-24,India,Female,Organic Search
2911,2026-04-10,25-34,USA,Female,Social Media
2912,2026-07-09,25-34,Canada,Female,Organic Search
2913,2026-02-19,35-44,India,Male,Organic Search
2914,2026-02-19,25-34,Canada,Female,Social Media
2915,2025-10-04,45+,India,Male,Organic Search
2916,2026-07-24,18-24,India,Male,Organic Search
2917,2026-06-15,45+,India,Male,Organic Search
2918,2026-01-24,35-44,India,Female,Organic Search
2919,2025-11-18,25-34,UK,Female,Organic Search
2920,2026-01-23,25-34,India,Male,Organic Search
2921,2025-08-30,35-44,India,Male,Paid Ads
2922,2025-10-21,25-34,India,Female,Organic Search
2923,2025-10-16,25-34,USA,Female,Organic Search
2924,2026-02-05,18-24,Australia,Female,Organic Search
2925,2025-07-28,18-24,India,Male,Organic Search
2926,2026-06-28,35-44,India,Female,Organic Search
2927,2025-10-09,45+,Canada,Male,Referral
2928,2025-09-13,18-24,Australia,Male,Social Media
2929,2026-04-16,25-34,India,Female,Organic Search
2930,2026-06-29,25-34,India,Male,Organic Search
2931,2026-06-02,25-34,India,Male,Social Media
2932,2025-11-23,35-44,India,Female,Referral
2933,2025-08-05,25-34,India,Male,Organic Search
2934,2026-02-27,18-24,Australia,Non-binary,Referral
2935,2026-06-28,35-44,India,Female,Organic Search
2936,2026-05-07,18-24,India,Male,Social Media
2937,2026-06-02,35-44,India,Male,Referral
2938,2026-06-08,18-24,Canada,Male,Referral
2939,2026-07-14,35-44,India,Male,Social Media
2940,2025-12-11,25-34,India,Male,Referral
2941,2026-07-07,18-24,Australia,Male,Social Media
2942,2025-12-19,45+,Canada,Female,Organic Search
2943,2025-09-02,25-34,USA,Male,Social Media
2944,2025-11-15,35-44,India,Female,Organic Search
2945,2025-09-15,25-34,UK,Male,Referral
2946,2025-09-23,35-44,India,Male,Organic Search
2947,2026-07-10,45+,India,Male,Organic Search
2948,2026-05-13,25-34,Canada,Male,Organic Search
2949,2026-07-14,18-24,USA,Male,Paid Ads
2950,2026-03-22,25-34,India,Female,Referral
2951,2025-09-29,35-44,India,Male,Social Media
2952,2026-07-17,25-34,Australia,Male,Paid Ads
2953,2026-04-07,25-34,India,Male,Organic Search
2954,2026-07-02,18-24,India,Female,Organic Search
2955,2026-05-12,18-24,USA,Female,Organic Search
2956,2025-10-17,25-34,Canada,Female,Social Media
2957,2026-02-28,18-24,USA,Female,Organic Search
2958,2025-09-30,18-24,UK,Female,Organic Search
2959,2025-11-17,35-44,India,Female,Social Media
2960,2026-04-05,25-34,USA,Female,Organic Search
2961,2025-09-12,25-34,India,Male,Social Media
2962,2026-04-20,45+,India,Male,Social Media
2963,2026-07-10,18-24,USA,Male,Referral
2964,2026-07-10,18-24,India,Prefer not to say,Organic Search
2965,2025-12-18,35-44,India,Male,Paid Ads
2966,2026-07-26,45+,India,Female,Organic Search
2967,2026-07-16,18-24,UK,Male,Social Media
2968,2025-08-08,18-24,Canada,Female,Referral
2969,2026-03-05,25-34,India,Female,Social Media
2970,2026-06-30,25-34,India,Male,Social Media
2971,2026-07-17,25-34,Canada,Female,Organic Search
2972,2025-10-16,45+,USA,Female,Organic Search
2973,2026-02-19,45+,Australia,Male,Paid Ads
2974,2026-07-05,45+,Canada,Male,Organic Search
2975,2025-09-17,45+,India,Male,Social Media
2976,2026-04-26,18-24,Australia,Female,Paid Ads
2977,2025-10-23,18-24,India,Male,Referral
2978,2026-07-22,35-44,Canada,Female,Organic Search
2979,2025-09-27,35-44,USA,Male,Organic Search
2980,2026-06-17,35-44,India,Non-binary,Organic Search
2981,2025-08-29,35-44,India,Female,Paid Ads
2982,2026-04-13,18-24,India,Female,Referral
2983,2026-03-18,18-24,India,Male,Organic Search
2984,2026-06-17,25-34,India,Female,Organic Search
2985,2026-01-07,18-24,UK,Male,Organic Search
2986,2025-11-02,45+,Australia,Male,Organic Search
2987,2025-10-27,45+,India,Female,Organic Search
2988,2025-08-21,25-34,USA,Female,Social Media
2989,2025-10-29,35-44,UK,Male,Organic Search
2990,2025-09-05,45+,USA,Female,Organic Search
2991,2025-07-28,35-44,USA,Female,Paid Ads
2992,2025-12-16,25-34,USA,Female,Organic Search
2993,2026-04-22,25-34,India,Male,Social Media
2994,2026-07-17,25-34,Canada,Prefer not to say,Organic Search
2995,2026-06-16,18-24,Canada,Male,Social Media
2996,2026-01-24,25-34,USA,Male,Referral
2997,2025-12-13,25-34,USA,Female,Organic Search
2998,2026-02-12,25-34,Australia,Male,Social Media
2999,2025-09-03,25-34,UK,Female,Social Media
3000,2026-01-19,18-24,UK,Male,Social Media
3001,2026-06-09,35-44,India,Male,Referral
3002,2026-03-23,18-24,UK,Female,Social Media
3003,2026-04-05,25-34,Australia,Female,Social Media
3004,2025-09-25,35-44,USA,Male,Social Media
3005,2025-08-23,18-24,Australia,Male,Paid Ads
3006,2026-06-02,35-44,UK,Female,Organic Search
3007,2025-11-12,35-44,India,Non-binary,Organic Search
3008,2025-11-21,25-34,India,Male,Paid Ads
3009,2026-07-11,18-24,UK,Male,Referral
3010,2025-08-24,25-34,India,Male,Organic Search
3011,2025-09-28,35-44,Canada,Female,Organic Search
3012,2025-12-12,25-34,UK,Female,Organic Search
3013,2026-04-21,35-44,India,Female,Social Media
3014,2026-02-13,18-24,India,Male,Organic Search
3015,2026-06-21,18-24,UK,Male,Referral
3016,2025-08-31,35-44,UK,Female,Organic Search
3017,2026-03-02,18-24,USA,Female,Referral
3018,2026-03-09,25-34,UK,Female,Organic Search
3019,2026-01-20,25-34,India,Male,Social Media
3020,2025-08-08,35-44,India,Male,Referral
3021,2026-07-07,25-34,India,Female,Organic Search
3022,2025-09-26,45+,Canada,Female,Organic Search
3023,2026-06-18,25-34,India,Prefer not to say,Social Media
3024,2025-09-23,18-24,India,Female,Organic Search
3025,2025-09-03,25-34,Canada,Prefer not to say,Organic Search
3026,2025-10-11,18-24,USA,Male,Organic Search
3027,2025-10-05,18-24,India,Female,Referral
3028,2026-04-09,25-34,USA,Female,Social Media
3029,2026-04-18,35-44,USA,Female,Referral
3030,2026-04-21,45+,UK,Female,Paid Ads
3031,2025-11-02,35-44,India,Male,Paid Ads
3032,2025-11-08,45+,India,Male,Paid Ads
3033,2025-10-22,18-24,Canada,Prefer not to say,Organic Search
3034,2025-08-15,25-34,India,Prefer not to say,Referral
3035,2026-02-22,25-34,India,Male,Referral
3036,2026-05-31,25-34,UK,Female,Social Media
3037,2025-09-22,25-34,Australia,Male,Social Media
3038,2025-12-07,18-24,USA,Female,Social Media
3039,2025-12-31,45+,India,Female,Social Media
3040,2025-11-12,18-24,India,Female,Organic Search
3041,2026-03-27,25-34,India,Female,Social Media
3042,2026-03-04,45+,UK,Female,Social Media
3043,2025-10-09,25-34,Australia,Prefer not to say,Organic Search
3044,2025-08-06,25-34,India,Female,Organic Search
3045,2025-09-28,25-34,Canada,Female,Organic Search
3046,2025-11-11,25-34,USA,Male,Organic Search
3047,2025-08-26,25-34,UK,Male,Organic Search
3048,2026-06-01,45+,USA,Female,Referral
3049,2025-11-17,25-34,India,Female,Referral
3050,2025-12-20,18-24,India,Female,Social Media
3051,2026-01-23,18-24,India,Female,Social Media
3052,2026-03-26,45+,India,Male,Social Media
3053,2025-08-30,18-24,India,Male,Organic Search
3054,2026-02-12,25-34,Canada,Female,Organic Search
3055,2025-10-03,25-34,India,Prefer not to say,Social Media
3056,2026-06-17,18-24,UK,Female,Organic Search
3057,2025-12-10,25-34,Australia,Male,Organic Search
3058,2026-01-07,18-24,Australia,Female,Organic Search
3059,2025-11-01,25-34,India,Female,Social Media
3060,2026-01-14,35-44,Australia,Male,Social Media
3061,2025-10-18,18-24,India,Male,Referral
3062,2025-11-03,35-44,USA,Female,Referral
3063,2025-08-19,25-34,Canada,Male,Organic Search
3064,2026-04-29,35-44,India,Male,Social Media
3065,2026-03-29,45+,Australia,Female,Organic Search
3066,2025-08-28,18-24,India,Male,Social Media
3067,2025-11-30,35-44,India,Female,Paid Ads
3068,2026-02-11,35-44,Australia,Female,Social Media
3069,2026-07-18,25-34,India,Male,Social Media
3070,2026-02-28,18-24,India,Male,Referral
3071,2026-02-15,18-24,India,Male,Paid Ads
3072,2026-05-31,35-44,Canada,Female,Referral
3073,2026-05-23,35-44,India,Female,Social Media
3074,2025-12-28,18-24,India,Female,Social Media
3075,2026-02-08,25-34,India,Male,Organic Search
3076,2026-06-10,25-34,India,Female,Social Media
3077,2026-01-17,25-34,India,Male,Organic Search
3078,2026-06-15,25-34,USA,Male,Paid Ads
3079,2026-01-18,35-44,UK,Female,Social Media
3080,2025-08-25,18-24,Australia,Male,Social Media
3081,2026-06-23,35-44,India,Female,Referral
3082,2026-04-15,25-34,India,Male,Organic Search
3083,2026-01-27,45+,India,Female,Referral
3084,2026-06-22,25-34,India,Male,Organic Search
3085,2026-05-16,25-34,Australia,Male,Paid Ads
3086,2026-04-01,35-44,UK,Male,Organic Search
3087,2026-03-12,18-24,USA,Male,Paid Ads
3088,2025-09-10,18-24,USA,Female,Organic Search
3089,2026-05-01,18-24,Canada,Female,Paid Ads
3090,2025-09-29,45+,Canada,Male,Referral
3091,2026-07-23,18-24,India,Male,Social Media
3092,2026-07-18,35-44,India,Female,Referral
3093,2026-05-19,25-34,India,Female,Referral
3094,2025-09-12,18-24,USA,Male,Social Media
3095,2025-12-29,18-24,Australia,Female,Social Media
3096,2026-07-24,25-34,USA,Male,Social Media
3097,2026-01-03,25-34,USA,Male,Social Media
3098,2026-07-28,18-24,Australia,Female,Organic Search
3099,2026-03-14,18-24,Australia,Male,Social Media
3100,2026-05-29,45+,India,Female,Organic Search
3101,2025-10-30,25-34,India,Male,Referral
3102,2026-06-26,35-44,Australia,Female,Social Media
3103,2026-06-27,18-24,Australia,Male,Organic Search
3104,2025-08-21,18-24,Canada,Male,Referral
3105,2025-12-17,35-44,India,Female,Social Media
3106,2025-12-20,18-24,USA,Male,Paid Ads
3107,2025-11-24,35-44,India,Male,Organic Search
3108,2025-11-06,25-34,Australia,Male,Paid Ads
3109,2026-01-11,35-44,India,Male,Social Media
3110,2026-06-12,25-34,India,Male,Organic Search
3111,2026-05-11,18-24,India,Female,Social Media
3112,2026-03-13,35-44,India,Male,Social Media
3113,2026-02-04,25-34,India,Non-binary,Organic Search
3114,2025-12-28,25-34,India,Female,Social Media
3115,2025-12-26,18-24,Australia,Male,Organic Search
3116,2025-09-20,18-24,India,Male,Social Media
3117,2026-02-28,35-44,UK,Male,Organic Search
3118,2026-05-01,25-34,USA,Male,Social Media
3119,2026-07-06,35-44,Australia,Female,Organic Search
3120,2026-07-01,25-34,India,Female,Social Media
3121,2026-02-18,25-34,India,Prefer not to say,Social Media
3122,2025-09-02,35-44,India,Female,Organic Search
3123,2025-11-09,18-24,USA,Male,Paid Ads
3124,2026-02-09,45+,Canada,Male,Organic Search
3125,2025-11-30,35-44,India,Male,Referral
3126,2025-12-25,25-34,India,Male,Referral
3127,2025-12-15,25-34,Australia,Male,Social Media
3128,2026-01-21,25-34,India,Male,Organic Search
3129,2026-03-07,18-24,India,Female,Organic Search
3130,2025-08-10,18-24,India,Male,Referral
3131,2025-11-05,25-34,USA,Female,Social Media
3132,2025-09-18,35-44,India,Female,Organic Search
3133,2026-03-07,18-24,India,Female,Organic Search
3134,2026-04-07,35-44,UK,Female,Organic Search
3135,2025-08-11,18-24,USA,Male,Organic Search
3136,2026-06-18,25-34,India,Male,Social Media
3137,2025-11-26,25-34,USA,Male,Referral
3138,2025-10-22,25-34,India,Male,Referral
3139,2026-04-26,18-24,India,Male,Referral
3140,2026-06-30,18-24,Australia,Male,Paid Ads
