entry_id,user_id,entry_date,entry_time,word_count,mood_before,mood_after,writing_duration_minutes,used_prompt,device_type,streak_at_entry
135645,2605,2026-05-20,Afternoon,767,3,4,22,True,Android,1
135646,2605,2026-05-21,Morning,633,3,3,27,False,iOS,2
135647,2605,2026-05-22,Morning,663,3,4,22,False,iOS,3
135648,2605,2026-05-24,Morning,501,2,4,17,False,Web,1
135649,2605,2026-05-25,Evening,763,3,4,29,False,iOS,2
135650,2605,2026-05-26,Evening,443,2,3,19,False,Web,3
135651,2605,2026-05-29,Morning,417,2,3,16,False,iOS,1
135652,2605,2026-05-30,Morning,653,3,4,29,False,Android,2
135653,2605,2026-05-31,Morning,498,4,5,20,True,Web,3
135654,2605,2026-06-01,Evening,702,1,2,24,False,Android,4
135655,2605,2026-06-02,Evening,1200,3,4,47,True,Android,5
135656,2605,2026-06-05,Evening,401,2,4,15,False,Android,1
135657,2605,2026-06-06,Evening,1109,4,3,41,False,Android,2
135658,2605,2026-06-08,Evening,530,4,5,24,False,iOS,1
135659,2605,2026-06-09,Evening,466,3,4,14,True,Web,2
135660,2605,2026-06-10,Morning,553,3,3,16,False,Android,3
135661,2605,2026-06-12,Evening,549,5,5,24,False,Android,1
135662,2605,2026-06-15,Afternoon,622,1,3,18,False,iOS,1
135663,2605,2026-06-16,Evening,856,4,5,25,False,iOS,2
135664,2605,2026-06-18,Night,631,2,3,27,True,Android,1
135665,2605,2026-06-21,Morning,638,2,4,28,False,Web,1
135666,2605,2026-06-22,Afternoon,433,3,4,17,False,Android,2
135667,2605,2026-06-23,Morning,583,3,4,23,False,Android,3
135668,2605,2026-06-24,Night,571,4,4,20,False,Android,4
135669,2605,2026-06-26,Morning,902,2,3,26,True,Android,1
135670,2605,2026-06-28,Morning,861,4,5,39,False,iOS,1
135671,2605,2026-06-29,Morning,867,1,2,36,False,iOS,2
135672,2606,2025-08-27,Morning,939,2,3,36,True,Android,1
135673,2606,2025-08-30,Evening,794,4,4,31,True,Android,1
135674,2606,2025-08-31,Afternoon,1171,1,2,42,False,iOS,2
135675,2606,2025-09-01,Morning,503,4,4,21,False,iOS,3
135676,2606,2025-09-02,Evening,689,3,4,22,True,Web,4
135677,2606,2025-09-03,Evening,542,3,3,16,False,Android,5
135678,2606,2025-09-04,Afternoon,705,3,4,28,False,Android,6
135679,2606,2025-09-06,Afternoon,723,3,4,27,False,Web,1
135680,2606,2025-09-07,Evening,791,3,4,25,False,iOS,2
135681,2606,2025-09-08,Morning,936,4,4,38,False,Android,3
135682,2606,2025-09-10,Morning,646,1,2,22,False,Android,1
135683,2606,2025-09-11,Morning,732,3,3,32,True,Android,2
135684,2606,2025-09-12,Evening,1084,2,4,40,True,Web,3
135685,2606,2025-09-13,Night,587,3,4,17,False,iOS,4
135686,2606,2025-09-15,Morning,768,2,3,24,True,Android,1
135687,2606,2025-09-17,Night,1108,2,4,48,False,iOS,1
135688,2606,2025-09-19,Evening,567,3,3,17,False,Android,1
135689,2606,2025-09-20,Night,943,5,5,28,False,Android,2
135690,2606,2025-09-21,Afternoon,459,5,5,15,False,Web,3
135691,2606,2025-09-22,Morning,820,2,4,29,False,Web,4
135692,2606,2025-09-23,Night,656,3,4,24,False,Web,5
135693,2606,2025-09-24,Night,802,4,4,32,False,iOS,6
135694,2606,2025-09-28,Morning,764,3,4,33,True,iOS,1
135695,2606,2025-09-29,Afternoon,481,3,4,15,True,Android,2
135696,2606,2025-10-02,Morning,630,1,3,26,False,iOS,1
135697,2606,2025-10-03,Afternoon,323,4,5,9,False,iOS,2
135698,2606,2025-10-04,Morning,731,1,2,22,False,iOS,3
135699,2606,2025-10-05,Morning,777,4,4,28,False,iOS,4
135700,2606,2025-10-09,Afternoon,971,2,3,35,False,Android,1
135701,2606,2025-10-10,Night,837,1,2,29,True,iOS,2
135702,2606,2025-10-11,Evening,1042,2,3,30,False,Android,3
135703,2606,2025-10-12,Night,871,2,3,25,False,Android,4
135704,2606,2025-10-14,Morning,594,3,3,20,False,Web,1
135705,2606,2025-10-15,Evening,398,2,3,14,False,iOS,2
135706,2606,2025-10-16,Afternoon,485,3,4,19,False,Web,3
135707,2606,2025-10-17,Evening,653,4,5,24,True,iOS,4
135708,2606,2025-10-19,Afternoon,498,4,4,21,False,Android,1
135709,2606,2025-10-20,Night,666,4,5,27,True,Android,2
135710,2606,2025-10-22,Afternoon,518,2,4,16,False,Web,1
135711,2606,2025-10-23,Evening,860,3,3,29,True,Android,2
135712,2606,2025-10-24,Evening,798,5,5,23,False,Web,3
135713,2606,2025-10-25,Morning,591,5,5,21,True,Android,4
135714,2606,2025-10-26,Morning,663,5,5,20,False,iOS,5
135715,2606,2025-10-27,Night,898,3,3,34,False,Android,6
135716,2606,2025-10-29,Afternoon,785,4,5,24,True,Android,1
135717,2606,2025-11-01,Evening,857,4,5,27,False,Android,1
135718,2606,2025-11-03,Evening,728,2,3,32,False,Android,1
135719,2606,2025-11-06,Evening,632,1,2,20,False,iOS,1
135720,2606,2025-11-08,Evening,510,3,3,21,False,Android,1
135721,2606,2025-11-09,Afternoon,983,3,4,37,False,Android,2
135722,2606,2025-11-11,Morning,803,5,5,27,True,Android,1
135723,2606,2025-11-12,Morning,857,2,3,25,False,iOS,2
135724,2606,2025-11-13,Morning,789,3,4,23,False,iOS,3
135725,2606,2025-11-14,Afternoon,496,2,3,17,True,Android,4
135726,2606,2025-11-18,Morning,1007,3,4,42,False,Android,1
135727,2606,2025-11-19,Evening,295,3,4,11,True,iOS,2
135728,2606,2025-11-21,Morning,1043,3,3,34,True,Android,1
135729,2606,2025-11-22,Morning,813,2,4,24,False,Android,2
135730,2606,2025-11-23,Afternoon,754,2,3,24,False,Android,3
135731,2606,2025-11-24,Evening,1200,1,2,36,True,Android,4
135732,2606,2025-11-27,Evening,680,5,5,26,True,Android,1
135733,2606,2025-11-28,Night,492,3,3,17,False,Android,2
135734,2606,2025-11-29,Night,642,3,3,20,False,Android,3
135735,2606,2025-11-30,Evening,994,5,5,29,False,Android,4
135736,2606,2025-12-01,Afternoon,586,2,4,24,False,Web,5
135737,2606,2025-12-02,Morning,428,3,3,16,False,Android,6
135738,2606,2025-12-06,Morning,434,4,4,14,False,Android,1
135739,2606,2025-12-09,Evening,928,5,5,32,False,Web,1
135740,2606,2025-12-11,Evening,472,3,4,16,False,iOS,1
135741,2606,2025-12-13,Morning,878,2,3,32,False,Web,1
135742,2606,2025-12-16,Evening,641,2,3,21,False,Android,1
135743,2606,2025-12-17,Evening,952,3,3,28,False,Android,2
135744,2606,2025-12-18,Evening,821,4,4,34,True,Web,3
135745,2606,2025-12-20,Morning,886,4,4,26,False,Android,1
135746,2606,2025-12-21,Morning,589,2,4,20,True,iOS,2
135747,2606,2025-12-22,Night,966,3,3,27,False,Web,3
135748,2606,2025-12-23,Night,861,3,4,37,True,Web,4
135749,2606,2025-12-25,Afternoon,702,2,3,23,True,iOS,1
135750,2606,2025-12-26,Evening,614,4,4,19,False,Android,2
135751,2606,2025-12-28,Morning,736,2,3,22,False,Android,1
135752,2606,2025-12-29,Evening,993,2,3,34,False,iOS,2
135753,2606,2025-12-31,Evening,578,1,3,18,False,Android,1
135754,2606,2026-01-03,Morning,726,2,4,28,False,Android,1
135755,2606,2026-01-06,Evening,360,4,4,13,True,Web,1
135756,2606,2026-01-07,Morning,697,4,4,20,False,Android,2
135757,2606,2026-01-08,Morning,831,3,3,33,False,Web,3
135758,2606,2026-01-09,Evening,796,4,4,23,False,iOS,4
135759,2606,2026-01-11,Night,917,4,4,31,True,iOS,1
135760,2606,2026-01-12,Evening,712,4,4,23,False,Android,2
135761,2606,2026-01-15,Evening,745,2,3,25,True,iOS,1
135762,2606,2026-01-16,Evening,691,4,4,23,False,Web,2
135763,2606,2026-01-17,Evening,700,3,4,29,False,Android,3
135764,2606,2026-01-18,Evening,717,4,4,23,False,iOS,4
135765,2606,2026-01-19,Morning,412,1,3,16,False,Android,5
135766,2606,2026-01-22,Night,467,3,4,16,False,Android,1
135767,2606,2026-01-23,Morning,865,5,5,27,True,iOS,2
135768,2606,2026-01-24,Evening,1000,4,5,33,False,Web,3
135769,2606,2026-01-25,Evening,437,4,5,14,False,Android,4
135770,2606,2026-01-28,Afternoon,827,1,2,35,True,Android,1
135771,2606,2026-01-31,Morning,442,3,3,14,False,Android,1
135772,2606,2026-02-01,Evening,698,2,3,26,False,Android,2
135773,2606,2026-02-03,Evening,761,3,3,26,True,Android,1
135774,2606,2026-02-04,Night,834,3,3,37,False,iOS,2
135775,2606,2026-02-05,Evening,415,3,4,15,True,Web,3
135776,2606,2026-02-06,Afternoon,589,4,5,16,False,Android,4
135777,2606,2026-02-08,Morning,555,3,4,21,False,Web,1
135778,2606,2026-02-10,Night,687,3,4,23,False,iOS,1
135779,2606,2026-02-12,Evening,729,3,3,22,True,Android,1
135780,2606,2026-02-14,Afternoon,728,2,3,20,False,iOS,1
135781,2606,2026-02-15,Afternoon,743,2,4,24,True,Android,2
135782,2606,2026-02-16,Morning,577,2,4,22,True,Android,3
135783,2606,2026-02-17,Night,699,3,3,20,False,iOS,4
135784,2606,2026-02-18,Evening,644,4,4,19,False,Android,5
135785,2606,2026-02-19,Evening,707,3,4,20,False,iOS,6
135786,2606,2026-02-20,Afternoon,795,3,4,35,False,iOS,7
135787,2606,2026-02-24,Evening,579,4,5,21,True,Android,1
135788,2606,2026-02-27,Night,905,3,3,33,True,Android,1
135789,2606,2026-02-28,Evening,895,4,4,38,False,Android,2
135790,2606,2026-03-01,Morning,784,3,3,26,False,Android,3
135791,2606,2026-03-03,Morning,807,3,4,26,False,Web,1
135792,2606,2026-03-05,Afternoon,853,2,3,36,False,Web,1
135793,2606,2026-03-06,Morning,806,3,4,25,False,Web,2
135794,2606,2026-03-08,Night,667,4,4,26,False,Android,1
135795,2606,2026-03-09,Evening,813,3,3,24,False,Android,2
135796,2606,2026-03-10,Morning,725,5,5,32,False,iOS,3
135797,2606,2026-03-12,Evening,472,3,3,21,False,Web,1
135798,2606,2026-03-13,Morning,444,3,3,13,False,Android,2
135799,2606,2026-03-14,Evening,815,2,3,23,False,iOS,3
135800,2606,2026-03-15,Morning,799,5,5,34,True,Web,4
135801,2606,2026-03-16,Morning,666,3,3,22,False,iOS,5
135802,2606,2026-03-17,Morning,595,4,4,22,False,Web,6
135803,2606,2026-03-18,Night,782,3,4,33,False,iOS,7
135804,2606,2026-03-20,Night,874,3,4,26,True,Web,1
135805,2606,2026-03-23,Afternoon,476,3,3,19,False,Android,1
135806,2606,2026-03-24,Afternoon,849,3,4,24,False,Android,2
135807,2606,2026-03-26,Morning,520,3,4,19,False,Android,1
135808,2606,2026-03-30,Evening,863,4,5,33,True,iOS,1
135809,2606,2026-04-01,Afternoon,517,5,4,18,False,iOS,1
135810,2606,2026-04-02,Morning,549,3,3,18,True,iOS,2
135811,2606,2026-04-03,Morning,723,5,5,27,False,Android,3
135812,2606,2026-04-04,Afternoon,714,4,5,27,False,iOS,4
135813,2606,2026-04-05,Evening,660,1,3,29,True,iOS,5
135814,2606,2026-04-06,Evening,769,1,2,24,True,iOS,6
135815,2606,2026-04-07,Evening,991,1,2,40,False,iOS,7
135816,2606,2026-04-09,Evening,744,1,2,25,False,Android,1
135817,2606,2026-04-10,Night,770,2,3,34,True,Android,2
135818,2606,2026-04-11,Morning,770,2,4,24,True,Android,3
135819,2606,2026-04-12,Afternoon,503,3,4,20,False,Android,4
135820,2606,2026-04-13,Afternoon,837,2,4,28,False,Android,5
135821,2606,2026-04-14,Night,728,1,2,22,False,iOS,6
135822,2606,2026-04-15,Evening,539,4,4,18,False,Android,7
135823,2606,2026-04-17,Evening,319,3,4,9,False,Android,1
135824,2606,2026-04-19,Evening,522,2,3,15,True,Web,1
135825,2606,2026-04-29,Evening,659,1,3,23,False,Android,1
135826,2606,2026-04-30,Morning,353,5,5,11,False,Android,2
135827,2606,2026-05-01,Morning,842,3,4,28,True,Web,3
135828,2606,2026-05-06,Evening,910,3,4,38,False,iOS,1
135829,2606,2026-05-07,Morning,621,1,2,17,False,Android,2
135830,2606,2026-05-09,Evening,804,3,4,32,False,Web,1
135831,2606,2026-05-10,Morning,282,4,5,9,False,iOS,2
135832,2606,2026-05-11,Evening,988,4,5,33,False,iOS,3
135833,2606,2026-05-12,Evening,676,3,3,19,False,Android,4
135834,2606,2026-05-13,Evening,456,5,5,16,False,iOS,5
135835,2606,2026-05-14,Afternoon,840,1,2,28,False,Android,6
135836,2606,2026-05-15,Evening,626,5,5,25,True,Android,7
135837,2606,2026-05-17,Morning,714,3,4,20,False,Android,1
135838,2606,2026-05-18,Afternoon,677,4,4,20,False,Android,2
135839,2606,2026-05-20,Morning,926,2,3,33,False,Web,1
135840,2606,2026-05-22,Afternoon,643,3,3,23,False,Android,1
135841,2606,2026-05-23,Evening,724,3,4,22,False,Android,2
135842,2606,2026-05-25,Morning,570,4,4,21,False,iOS,1
135843,2606,2026-05-27,Night,594,2,3,20,False,iOS,1
135844,2606,2026-05-28,Evening,872,4,3,34,False,Android,2
135845,2606,2026-05-29,Evening,880,3,4,37,False,Android,3
135846,2606,2026-06-03,Morning,859,2,3,29,False,Android,1
135847,2606,2026-06-05,Night,468,1,2,15,False,Android,1
135848,2606,2026-06-06,Night,548,3,4,17,False,iOS,2
135849,2606,2026-06-08,Afternoon,897,4,4,26,False,Android,1
135850,2606,2026-06-12,Afternoon,847,4,4,30,True,Android,1
135851,2606,2026-06-13,Evening,797,1,3,34,False,Android,2
135852,2606,2026-06-14,Morning,676,3,3,24,False,Android,3
135853,2606,2026-06-17,Evening,503,4,4,17,False,Android,1
135854,2606,2026-06-18,Afternoon,547,3,3,19,False,Android,2
135855,2606,2026-06-19,Evening,649,2,4,20,False,Android,3
135856,2606,2026-06-23,Afternoon,528,3,3,16,False,iOS,1
135857,2606,2026-06-25,Evening,463,3,3,15,False,Android,1
135858,2606,2026-06-27,Afternoon,780,2,3,24,False,Web,1
135859,2606,2026-06-28,Morning,776,3,4,28,True,iOS,2
135860,2606,2026-06-29,Evening,687,3,4,30,False,iOS,3
135861,2607,2026-02-18,Evening,60,2,3,2,False,Android,1
135862,2607,2026-02-27,Morning,84,2,3,2,False,iOS,1
135863,2607,2026-03-02,Evening,114,3,4,4,False,iOS,1
135864,2607,2026-03-13,Evening,128,1,2,5,True,Android,1
135865,2607,2026-03-16,Morning,78,3,4,2,False,Android,1
135866,2607,2026-03-17,Afternoon,75,2,3,2,False,iOS,2
135867,2607,2026-03-22,Evening,83,3,3,2,False,Android,1
135868,2607,2026-03-27,Morning,47,1,2,2,False,Android,1
135869,2607,2026-04-01,Evening,101,1,3,3,False,Android,1
135870,2607,2026-04-02,Evening,41,3,4,2,False,Android,2
135871,2607,2026-04-13,Evening,29,1,2,2,False,Android,1
135872,2607,2026-04-20,Evening,122,3,4,3,False,iOS,1
135873,2607,2026-04-21,Afternoon,98,3,3,2,False,Android,2
135874,2607,2026-05-07,Evening,87,3,4,2,False,iOS,1
135875,2607,2026-05-12,Evening,121,5,5,4,False,Android,1
135876,2607,2026-05-21,Afternoon,59,4,4,2,False,Android,1
135877,2607,2026-05-31,Afternoon,100,3,4,3,True,iOS,1
135878,2607,2026-06-03,Afternoon,99,5,5,3,False,Android,1
135879,2607,2026-06-05,Evening,71,3,4,2,False,iOS,1
135880,2607,2026-06-22,Morning,112,3,4,3,False,Android,1
135881,2607,2026-06-30,Evening,80,3,4,2,False,iOS,1
135882,2608,2026-03-08,Afternoon,77,3,4,2,True,Android,1
135883,2608,2026-03-11,Evening,106,3,4,4,False,Android,1
135884,2608,2026-03-13,Evening,83,2,4,3,True,Android,1
135885,2608,2026-03-15,Morning,32,2,4,2,False,iOS,1
135886,2608,2026-03-23,Morning,88,3,3,3,False,iOS,1
135887,2608,2026-03-27,Morning,138,2,3,5,True,Android,1
135888,2608,2026-05-08,Morning,95,1,2,4,False,Android,1
135889,2608,2026-05-16,Morning,102,3,3,2,False,iOS,1
135890,2608,2026-05-24,Morning,70,3,4,2,True,Android,1
135891,2608,2026-05-31,Morning,58,4,5,2,False,Android,1
135892,2608,2026-06-14,Morning,90,4,4,3,False,Web,1
135893,2608,2026-06-30,Night,126,1,2,5,True,Android,1
135894,2609,2026-03-20,Night,35,2,3,2,False,iOS,1
135895,2609,2026-03-24,Afternoon,107,3,4,3,False,Web,1
135896,2609,2026-04-05,Night,104,4,4,3,False,Web,1
135897,2609,2026-04-07,Night,104,2,3,3,False,Android,1
135898,2609,2026-04-09,Evening,89,1,2,2,False,Android,1
135899,2609,2026-04-30,Morning,109,5,5,4,True,Android,1
135900,2609,2026-05-01,Morning,116,2,3,3,False,Web,2
135901,2609,2026-05-14,Evening,84,3,3,2,False,iOS,1
135902,2609,2026-05-18,Afternoon,135,3,4,4,False,Android,1
135903,2609,2026-05-19,Evening,133,4,4,4,False,Android,2
135904,2609,2026-05-21,Morning,60,2,3,2,True,Android,1
135905,2609,2026-05-23,Night,68,4,4,2,True,Android,1
135906,2609,2026-05-25,Night,113,2,4,4,False,Android,1
135907,2609,2026-05-26,Morning,101,2,3,2,False,iOS,2
135908,2609,2026-06-04,Afternoon,67,5,5,2,False,Android,1
135909,2609,2026-06-08,Night,20,5,5,2,False,iOS,1
135910,2609,2026-06-13,Evening,126,4,5,4,False,Web,1
135911,2609,2026-06-19,Night,73,2,3,2,False,iOS,1
135912,2609,2026-06-27,Afternoon,104,4,4,3,True,Android,1
135913,2610,2026-05-13,Afternoon,223,3,3,7,False,Android,1
135914,2610,2026-05-15,Night,267,5,5,10,False,Web,1
135915,2610,2026-05-16,Afternoon,308,1,2,11,False,Android,2
135916,2610,2026-05-19,Morning,272,4,4,11,False,Android,1
135917,2610,2026-05-24,Evening,223,3,3,8,True,iOS,1
135918,2610,2026-05-25,Evening,335,3,4,10,False,Web,2
135919,2610,2026-05-26,Afternoon,292,3,4,12,False,iOS,3
135920,2610,2026-05-27,Afternoon,173,3,3,5,True,iOS,4
135921,2610,2026-05-28,Night,324,3,4,11,False,Android,5
135922,2610,2026-06-02,Afternoon,230,1,2,9,False,Android,1
135923,2610,2026-06-09,Morning,373,3,3,12,False,Android,1
135924,2610,2026-06-11,Evening,343,5,5,11,True,Android,1
135925,2610,2026-06-14,Morning,418,3,4,16,False,Web,1
135926,2610,2026-06-15,Morning,285,3,4,9,False,Android,2
135927,2610,2026-06-17,Morning,154,1,3,5,True,iOS,1
135928,2610,2026-06-18,Morning,306,4,4,12,False,iOS,2
135929,2610,2026-06-19,Evening,453,2,4,14,False,Android,3
135930,2610,2026-06-24,Night,359,2,3,12,True,iOS,1
135931,2610,2026-06-26,Morning,287,3,4,8,True,Android,1
135932,2611,2026-04-07,Evening,208,5,5,8,False,Android,1
135933,2611,2026-04-10,Evening,193,2,4,7,False,iOS,1
135934,2611,2026-04-14,Morning,332,2,3,14,False,Android,1
135935,2611,2026-04-15,Afternoon,355,2,3,13,True,Android,2
135936,2611,2026-04-17,Evening,149,5,5,6,False,iOS,1
135937,2611,2026-04-19,Afternoon,356,2,4,11,False,iOS,1
135938,2611,2026-04-22,Afternoon,414,2,3,15,True,iOS,1
135939,2611,2026-04-23,Morning,297,3,4,9,False,Android,2
135940,2611,2026-04-25,Afternoon,378,3,4,12,False,iOS,1
135941,2611,2026-05-01,Morning,234,1,2,8,False,Android,1
135942,2611,2026-05-02,Night,391,5,5,17,False,iOS,2
135943,2611,2026-05-03,Evening,345,5,5,14,True,Web,3
135944,2611,2026-05-06,Morning,236,1,3,9,False,Web,1
135945,2611,2026-05-08,Evening,373,3,4,11,False,iOS,1
135946,2611,2026-05-12,Afternoon,290,3,4,10,False,Android,1
135947,2611,2026-05-13,Morning,185,4,4,6,True,Android,2
135948,2611,2026-05-15,Evening,364,4,4,12,False,iOS,1
135949,2611,2026-05-16,Evening,333,3,4,10,False,Android,2
135950,2611,2026-05-18,Night,210,3,4,7,False,Android,1
135951,2611,2026-05-24,Evening,309,4,5,9,False,Web,1
135952,2611,2026-05-30,Evening,283,4,4,11,True,iOS,1
135953,2611,2026-05-31,Evening,247,4,4,10,True,Web,2
135954,2611,2026-06-01,Afternoon,271,5,5,9,False,Web,3
135955,2611,2026-06-04,Evening,234,3,4,9,False,Web,1
135956,2611,2026-06-05,Night,300,2,3,12,True,Web,2
135957,2611,2026-06-06,Night,354,5,5,10,False,Android,3
135958,2611,2026-06-07,Evening,159,4,4,5,False,Web,4
135959,2611,2026-06-13,Morning,352,3,4,11,True,Web,1
135960,2611,2026-06-15,Evening,207,4,5,6,False,Android,1
135961,2611,2026-06-16,Afternoon,228,4,5,7,True,Android,2
135962,2611,2026-06-20,Evening,166,5,5,4,False,iOS,1
135963,2611,2026-06-22,Afternoon,252,1,2,7,False,Web,1
135964,2611,2026-06-24,Evening,197,3,4,6,False,iOS,1
135965,2611,2026-06-26,Morning,385,4,5,17,False,Android,1
135966,2611,2026-06-29,Night,357,3,4,11,False,iOS,1
135967,2611,2026-06-30,Afternoon,464,2,3,13,False,iOS,2
135968,2612,2026-06-05,Afternoon,297,2,3,10,True,iOS,1
135969,2612,2026-06-08,Morning,363,3,4,12,True,Android,1
135970,2612,2026-06-11,Evening,411,2,3,12,False,iOS,1
135971,2612,2026-06-12,Evening,373,3,4,13,False,Android,2
135972,2612,2026-06-15,Morning,245,2,3,8,True,Android,1
135973,2612,2026-06-18,Afternoon,408,3,4,11,False,Android,1
135974,2612,2026-06-19,Night,268,4,4,8,False,Web,2
135975,2612,2026-06-20,Night,300,3,4,9,False,Android,3
135976,2612,2026-06-23,Morning,242,3,3,7,True,iOS,1
135977,2612,2026-06-26,Morning,191,3,4,6,False,iOS,1
135978,2612,2026-06-28,Evening,320,2,4,11,True,Android,1
135979,2612,2026-06-29,Morning,299,3,4,9,True,iOS,2
135980,2612,2026-06-30,Morning,166,2,3,5,False,iOS,3
135981,2613,2026-03-27,Evening,87,4,5,3,False,Android,1
135982,2613,2026-03-29,Morning,444,2,4,15,True,Android,1
135983,2613,2026-03-30,Evening,354,4,4,12,False,iOS,2
135984,2613,2026-04-04,Evening,329,2,3,13,False,Android,1
135985,2613,2026-04-16,Morning,308,2,3,9,True,Web,1
135986,2613,2026-04-24,Afternoon,228,2,3,8,False,iOS,1
135987,2613,2026-04-26,Evening,352,2,3,13,False,Android,1
135988,2613,2026-04-28,Evening,311,4,5,10,True,iOS,1
135989,2613,2026-05-05,Evening,319,2,3,12,True,Android,1
135990,2613,2026-05-07,Afternoon,530,3,4,18,False,Android,1
135991,2613,2026-05-09,Morning,267,3,3,8,False,Android,1
135992,2613,2026-05-11,Evening,407,4,5,16,False,iOS,1
135993,2613,2026-05-13,Evening,274,1,2,9,False,iOS,1
135994,2613,2026-05-14,Evening,434,4,4,12,False,Android,2
135995,2613,2026-05-16,Morning,291,3,4,11,True,iOS,1
135996,2613,2026-05-19,Evening,204,4,5,6,True,Android,1
135997,2613,2026-05-20,Afternoon,290,4,5,11,True,Android,2
135998,2613,2026-05-24,Night,386,5,5,14,True,Android,1
135999,2613,2026-05-27,Evening,182,3,4,6,False,Android,1
136000,2613,2026-06-02,Morning,315,3,4,9,True,Android,1
136001,2613,2026-06-03,Night,247,3,3,9,True,iOS,2
136002,2613,2026-06-07,Afternoon,390,3,4,11,True,Web,1
136003,2613,2026-06-11,Morning,200,4,4,5,False,Android,1
136004,2613,2026-06-12,Afternoon,264,3,3,9,True,Android,2
136005,2613,2026-06-13,Evening,373,3,4,13,False,Android,3
136006,2613,2026-06-14,Evening,399,3,4,16,True,iOS,4
136007,2613,2026-06-16,Afternoon,425,3,3,13,True,Android,1
136008,2613,2026-06-20,Evening,355,3,4,12,False,Android,1
136009,2613,2026-06-22,Morning,260,2,3,9,False,iOS,1
136010,2613,2026-06-29,Night,150,3,3,4,False,iOS,1
136011,2613,2026-06-30,Morning,243,3,3,7,False,Web,2
136012,2614,2025-11-15,Afternoon,239,1,2,9,True,Android,1
136013,2614,2025-11-17,Morning,342,1,2,10,False,iOS,1
136014,2614,2025-11-18,Afternoon,428,2,4,15,False,Android,2
136015,2614,2025-11-26,Night,329,5,5,12,False,Android,1
136016,2614,2025-11-27,Afternoon,327,2,3,11,False,Android,2
136017,2614,2025-11-28,Morning,307,3,4,9,False,iOS,3
136018,2614,2025-11-29,Evening,353,5,5,13,False,Android,4
136019,2614,2025-12-01,Morning,244,3,4,9,False,Android,1
136020,2614,2025-12-03,Morning,355,4,4,12,False,iOS,1
136021,2614,2025-12-05,Night,139,5,5,5,True,Web,1
136022,2614,2025-12-13,Morning,266,3,4,11,False,Android,1
136023,2614,2025-12-16,Night,449,3,4,16,False,iOS,1
136024,2614,2025-12-18,Evening,359,4,5,12,False,Web,1
136025,2614,2025-12-20,Afternoon,355,3,3,13,True,iOS,1
136026,2614,2025-12-28,Evening,176,3,3,7,False,Web,1
136027,2614,2026-01-02,Evening,241,3,4,8,False,Android,1
136028,2614,2026-01-07,Morning,304,3,4,8,True,Web,1
136029,2614,2026-01-16,Morning,221,4,4,7,True,iOS,1
136030,2614,2026-01-19,Evening,411,3,3,16,False,iOS,1
136031,2614,2026-01-20,Afternoon,276,3,3,11,False,Android,2
136032,2614,2026-01-25,Morning,460,3,4,13,False,Android,1
136033,2614,2026-01-30,Evening,135,4,4,6,False,Web,1
136034,2614,2026-01-31,Morning,247,3,3,9,False,iOS,2
136035,2614,2026-02-01,Morning,331,2,3,11,False,Android,3
136036,2614,2026-02-07,Afternoon,420,3,4,12,False,Android,1
136037,2614,2026-02-11,Morning,190,3,3,8,False,Android,1
136038,2614,2026-02-16,Morning,301,2,3,9,False,iOS,1
136039,2614,2026-02-18,Evening,182,3,3,5,False,Android,1
136040,2614,2026-02-20,Evening,246,1,2,8,True,Android,1
136041,2614,2026-02-21,Night,284,4,4,9,True,Web,2
136042,2614,2026-02-22,Morning,244,5,5,10,False,Android,3
136043,2614,2026-02-24,Evening,436,2,4,12,False,Web,1
136044,2614,2026-02-25,Morning,248,4,4,10,True,Android,2
136045,2614,2026-02-27,Morning,326,3,4,10,False,Android,1
136046,2614,2026-03-03,Morning,483,3,3,17,True,Android,1
136047,2614,2026-03-04,Evening,255,2,3,10,False,Web,2
136048,2614,2026-03-05,Morning,389,3,4,11,False,Android,3
136049,2614,2026-03-10,Evening,311,2,3,10,False,Android,1
136050,2614,2026-03-14,Evening,434,2,3,16,False,Android,1
136051,2614,2026-03-15,Night,355,3,4,11,False,Android,2
136052,2614,2026-03-17,Evening,321,3,4,11,False,Android,1
136053,2614,2026-03-19,Afternoon,153,4,4,6,True,Android,1
136054,2614,2026-03-23,Morning,407,3,4,18,False,Web,1
136055,2614,2026-03-29,Afternoon,331,4,4,12,False,Web,1
136056,2614,2026-04-01,Evening,400,3,4,14,False,Android,1
136057,2614,2026-04-02,Afternoon,395,3,4,15,False,iOS,2
136058,2614,2026-04-04,Morning,216,4,3,9,False,Web,1
136059,2614,2026-04-07,Night,209,1,2,7,False,Android,1
136060,2614,2026-04-09,Afternoon,405,4,4,14,False,Android,1
136061,2614,2026-04-10,Evening,401,1,2,16,False,Android,2
136062,2614,2026-04-11,Evening,255,5,5,7,False,Android,3
136063,2614,2026-04-13,Morning,156,4,4,7,False,Android,1
136064,2614,2026-04-18,Morning,324,3,4,10,False,iOS,1
136065,2614,2026-04-19,Night,275,4,4,10,False,iOS,2
136066,2614,2026-04-23,Night,337,1,2,12,False,Android,1
136067,2614,2026-04-25,Night,335,2,4,12,True,Web,1
136068,2614,2026-04-29,Afternoon,247,4,4,9,True,Android,1
136069,2614,2026-05-01,Evening,261,2,3,7,False,Android,1
136070,2614,2026-05-04,Afternoon,223,4,5,8,False,Android,1
136071,2614,2026-05-05,Morning,318,4,4,11,False,Android,2
